,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,Popularity,MSRP,Avg Mileage
8707,Mazda,RX-8,2010,premium unleaded ,212,4,AUTOMATIC,rear wheel drive,4,Compact,Coupe,586,32810,19.5
8708,Mazda,RX-8,2010,premium unleaded ,232,4,MANUAL,rear wheel drive,4,Compact,Coupe,586,26645,19.0
8709,Mazda,RX-8,2010,premium unleaded ,232,4,MANUAL,rear wheel drive,4,Compact,Coupe,586,32110,19.0
8710,Mazda,RX-8,2011,premium unleaded ,212,4,AUTOMATIC,rear wheel drive,4,Compact,Coupe,586,32960,19.5
8711,Mazda,RX-8,2011,premium unleaded ,232,4,MANUAL,rear wheel drive,4,Compact,Coupe,586,32260,19.0
8712,Mazda,RX-8,2011,premium unleaded ,232,4,MANUAL,rear wheel drive,4,Compact,Coupe,586,32290,19.0
8713,Mazda,RX-8,2011,premium unleaded ,232,4,MANUAL,rear wheel drive,4,Compact,Coupe,586,26795,19.0
8714,Mazda,RX-8,2011,premium unleaded ,212,4,AUTOMATIC,rear wheel drive,4,Compact,Coupe,586,26795,19.5
8715,Chevrolet,S-10 Blazer,1992,regular unleaded,160,6,MANUAL,four wheel drive,2,Compact,2dr SUV,1385,2000,17.5
8716,Chevrolet,S-10 Blazer,1992,regular unleaded,160,6,MANUAL,four wheel drive,2,Compact,2dr SUV,1385,2000,17.5
8717,Chevrolet,S-10 Blazer,1992,regular unleaded,160,6,MANUAL,rear wheel drive,2,Compact,2dr SUV,1385,2000,19.0
8718,Chevrolet,S-10 Blazer,1992,regular unleaded,160,6,MANUAL,rear wheel drive,4,Midsize,4dr SUV,1385,2000,19.0
8719,Chevrolet,S-10 Blazer,1992,regular unleaded,160,6,MANUAL,rear wheel drive,4,Midsize,4dr SUV,1385,2000,19.0
8720,Chevrolet,S-10 Blazer,1992,regular unleaded,160,6,MANUAL,four wheel drive,4,Midsize,4dr SUV,1385,2000,17.5
8721,Chevrolet,S-10 Blazer,1992,regular unleaded,160,6,MANUAL,rear wheel drive,2,Compact,2dr SUV,1385,2000,19.0
8722,Chevrolet,S-10 Blazer,1993,regular unleaded,165,6,MANUAL,rear wheel drive,4,Midsize,4dr SUV,1385,2000,19.0
8723,Chevrolet,S-10 Blazer,1993,regular unleaded,165,6,MANUAL,four wheel drive,4,Midsize,4dr SUV,1385,2000,17.5
8724,Chevrolet,S-10 Blazer,1993,regular unleaded,165,6,MANUAL,rear wheel drive,4,Midsize,4dr SUV,1385,2000,19.0
8725,Chevrolet,S-10 Blazer,1993,regular unleaded,165,6,MANUAL,four wheel drive,2,Compact,2dr SUV,1385,2000,17.5
8726,Chevrolet,S-10 Blazer,1993,regular unleaded,165,6,MANUAL,four wheel drive,2,Compact,2dr SUV,1385,2000,17.5
8727,Chevrolet,S-10 Blazer,1993,regular unleaded,165,6,MANUAL,rear wheel drive,2,Compact,2dr SUV,1385,2000,19.0
8728,Chevrolet,S-10 Blazer,1993,regular unleaded,165,6,MANUAL,rear wheel drive,2,Compact,2dr SUV,1385,2000,19.0
8729,Chevrolet,S-10 Blazer,1993,regular unleaded,165,6,MANUAL,rear wheel drive,2,Compact,2dr SUV,1385,2000,19.0
8730,Chevrolet,S-10 Blazer,1993,regular unleaded,165,6,MANUAL,four wheel drive,4,Midsize,4dr SUV,1385,2000,17.5
8731,Chevrolet,S-10 Blazer,1993,regular unleaded,165,6,MANUAL,four wheel drive,2,Compact,2dr SUV,1385,2000,17.5
8732,Chevrolet,S-10 Blazer,1993,regular unleaded,165,6,MANUAL,rear wheel drive,4,Midsize,4dr SUV,1385,2000,19.0
8733,Chevrolet,S-10 Blazer,1993,regular unleaded,165,6,MANUAL,four wheel drive,4,Midsize,4dr SUV,1385,2000,17.5
8734,Chevrolet,S-10 Blazer,1994,regular unleaded,165,6,MANUAL,rear wheel drive,2,Compact,2dr SUV,1385,2000,17.5
8735,Chevrolet,S-10 Blazer,1994,regular unleaded,165,6,MANUAL,four wheel drive,4,Midsize,4dr SUV,1385,2000,17.5
8736,Chevrolet,S-10 Blazer,1994,regular unleaded,165,6,MANUAL,rear wheel drive,4,Midsize,4dr SUV,1385,2000,17.5
8737,Chevrolet,S-10 Blazer,1994,regular unleaded,165,6,MANUAL,rear wheel drive,2,Compact,2dr SUV,1385,2000,17.5
8738,Chevrolet,S-10 Blazer,1994,regular unleaded,165,6,MANUAL,rear wheel drive,4,Midsize,4dr SUV,1385,2000,17.5
8739,Chevrolet,S-10 Blazer,1994,regular unleaded,165,6,MANUAL,four wheel drive,2,Compact,2dr SUV,1385,2000,17.5
8740,Chevrolet,S-10 Blazer,1994,regular unleaded,165,6,MANUAL,four wheel drive,4,Midsize,4dr SUV,1385,2000,17.5
8741,Chevrolet,S-10 Blazer,1994,regular unleaded,165,6,MANUAL,four wheel drive,4,Midsize,4dr SUV,1385,2000,17.5
8742,Chevrolet,S-10 Blazer,1994,regular unleaded,165,6,MANUAL,rear wheel drive,2,Compact,2dr SUV,1385,2000,17.5
8743,Chevrolet,S-10 Blazer,1994,regular unleaded,165,6,MANUAL,rear wheel drive,4,Midsize,4dr SUV,1385,2000,17.5
8744,Chevrolet,S-10 Blazer,1994,regular unleaded,165,6,MANUAL,four wheel drive,2,Compact,2dr SUV,1385,2000,17.5
8745,Chevrolet,S-10 Blazer,1994,regular unleaded,165,6,MANUAL,four wheel drive,2,Compact,2dr SUV,1385,2000,17.5
8746,Chevrolet,S-10,2002,regular unleaded,190,6,AUTOMATIC,rear wheel drive,3,Compact,Extended Cab Pickup,1385,20984,17.5
8747,Chevrolet,S-10,2002,flex-fuel ,120,4,AUTOMATIC,rear wheel drive,2,Compact,Regular Cab Pickup,1385,15406,20.0
8748,Chevrolet,S-10,2002,flex-fuel ,120,4,AUTOMATIC,rear wheel drive,3,Compact,Extended Cab Pickup,1385,21474,20.0
8749,Chevrolet,S-10,2002,regular unleaded,190,6,MANUAL,four wheel drive,3,Compact,Extended Cab Pickup,1385,19757,14.0
8750,Chevrolet,S-10,2002,regular unleaded,190,6,AUTOMATIC,rear wheel drive,3,Compact,Extended Cab Pickup,1385,23539,17.5
8751,Chevrolet,S-10,2002,flex-fuel ,120,4,MANUAL,rear wheel drive,3,Compact,Extended Cab Pickup,1385,15943,22.0
8752,Chevrolet,S-10,2002,regular unleaded,190,6,MANUAL,rear wheel drive,3,Compact,Extended Cab Pickup,1385,17284,17.0
8753,Chevrolet,S-10,2002,regular unleaded,190,6,AUTOMATIC,rear wheel drive,2,Compact,Regular Cab Pickup,1385,18169,17.5
8754,Chevrolet,S-10,2002,flex-fuel ,120,4,AUTOMATIC,rear wheel drive,2,Compact,Regular Cab Pickup,1385,19434,20.0
8755,Chevrolet,S-10,2002,flex-fuel ,120,4,MANUAL,rear wheel drive,2,Compact,Regular Cab Pickup,1385,13961,22.0
8756,Chevrolet,S-10,2002,regular unleaded,190,6,AUTOMATIC,four wheel drive,3,Compact,Extended Cab Pickup,1385,24063,16.0
8757,Chevrolet,S-10,2002,regular unleaded,190,6,AUTOMATIC,rear wheel drive,2,Compact,Regular Cab Pickup,1385,18519,17.5
8758,Chevrolet,S-10,2002,regular unleaded,190,6,AUTOMATIC,four wheel drive,4,Compact,Crew Cab Pickup,1385,24462,16.0
8759,Chevrolet,S-10,2002,regular unleaded,190,6,AUTOMATIC,four wheel drive,3,Compact,Extended Cab Pickup,1385,25990,16.0
8760,Chevrolet,S-10,2002,flex-fuel ,120,4,AUTOMATIC,rear wheel drive,2,Compact,Regular Cab Pickup,1385,17169,20.0
8761,Chevrolet,S-10,2002,regular unleaded,190,6,AUTOMATIC,rear wheel drive,3,Compact,Extended Cab Pickup,1385,20209,17.5
8762,Chevrolet,S-10,2002,flex-fuel ,120,4,AUTOMATIC,rear wheel drive,3,Compact,Extended Cab Pickup,1385,19209,20.0
8763,Chevrolet,S-10,2002,regular unleaded,190,6,AUTOMATIC,rear wheel drive,2,Compact,Regular Cab Pickup,1385,21499,17.5
8764,Chevrolet,S-10,2002,regular unleaded,190,6,MANUAL,rear wheel drive,2,Compact,Regular Cab Pickup,1385,14961,17.0
8765,Chevrolet,S-10,2002,regular unleaded,190,6,AUTOMATIC,rear wheel drive,2,Compact,Regular Cab Pickup,1385,18944,17.5
8766,Chevrolet,S-10,2003,flex-fuel ,120,4,MANUAL,rear wheel drive,3,Compact,Extended Cab Pickup,1385,20780,22.0
8767,Chevrolet,S-10,2003,regular unleaded,190,6,MANUAL,four wheel drive,3,Compact,Extended Cab Pickup,1385,20270,14.5
8768,Chevrolet,S-10,2003,flex-fuel ,120,4,MANUAL,rear wheel drive,2,Compact,Regular Cab Pickup,1385,16905,22.0
8769,Chevrolet,S-10,2003,flex-fuel ,120,4,MANUAL,rear wheel drive,2,Compact,Regular Cab Pickup,1385,18780,22.0
8770,Chevrolet,S-10,2003,regular unleaded,190,6,AUTOMATIC,four wheel drive,4,Compact,Crew Cab Pickup,1385,24370,16.0
8771,Chevrolet,S-10,2003,flex-fuel ,120,4,AUTOMATIC,rear wheel drive,2,Compact,Regular Cab Pickup,1385,17570,20.0
8772,Chevrolet,S-10,2003,flex-fuel ,120,4,MANUAL,rear wheel drive,3,Compact,Extended Cab Pickup,1385,16570,22.0
8773,Chevrolet,S-10,2003,regular unleaded,190,6,MANUAL,four wheel drive,3,Compact,Extended Cab Pickup,1385,23985,14.5
8774,Chevrolet,S-10,2003,flex-fuel ,120,4,AUTOMATIC,rear wheel drive,2,Compact,Regular Cab Pickup,1385,16220,20.0
8775,Chevrolet,S-10,2003,flex-fuel ,120,4,MANUAL,rear wheel drive,3,Compact,Extended Cab Pickup,1385,18905,22.0
8776,Chevrolet,S-10,2003,flex-fuel ,120,4,MANUAL,rear wheel drive,2,Compact,Regular Cab Pickup,1385,16120,22.0
8777,Chevrolet,S-10,2003,regular unleaded,190,6,MANUAL,four wheel drive,3,Compact,Extended Cab Pickup,1385,21820,14.5
8778,Chevrolet,S-10,2003,flex-fuel ,120,4,MANUAL,rear wheel drive,2,Compact,Regular Cab Pickup,1385,14770,22.0
8779,Chevrolet,S-10,2003,flex-fuel ,120,4,MANUAL,rear wheel drive,3,Compact,Extended Cab Pickup,1385,18120,22.0
8780,Chevrolet,S-10,2004,regular unleaded,190,6,AUTOMATIC,four wheel drive,4,Compact,Crew Cab Pickup,1385,24660,16.0
8781,GMC,S-15 Jimmy,1990,regular unleaded,160,6,MANUAL,four wheel drive,2,Compact,2dr SUV,549,2000,16.5
8782,GMC,S-15 Jimmy,1990,regular unleaded,160,6,MANUAL,four wheel drive,2,Compact,2dr SUV,549,2000,16.5
8783,GMC,S-15 Jimmy,1990,regular unleaded,160,6,MANUAL,rear wheel drive,2,Compact,2dr SUV,549,2000,18.5
8784,GMC,S-15 Jimmy,1990,regular unleaded,160,6,MANUAL,rear wheel drive,2,Compact,2dr SUV,549,2000,18.5
8785,GMC,S-15 Jimmy,1990,regular unleaded,160,6,MANUAL,four wheel drive,2,Compact,2dr SUV,549,2000,16.5
8786,GMC,S-15 Jimmy,1990,regular unleaded,160,6,MANUAL,rear wheel drive,2,Compact,2dr SUV,549,2000,18.5
8787,GMC,S-15 Jimmy,1991,regular unleaded,150,6,MANUAL,rear wheel drive,2,Compact,2dr SUV,549,2000,18.5
8788,GMC,S-15 Jimmy,1991,regular unleaded,150,6,MANUAL,rear wheel drive,4,Midsize,4dr SUV,549,2000,18.5
8789,GMC,S-15 Jimmy,1991,regular unleaded,150,6,MANUAL,four wheel drive,4,Midsize,4dr SUV,549,2000,16.0
8790,GMC,S-15 Jimmy,1991,regular unleaded,150,6,MANUAL,four wheel drive,4,Midsize,4dr SUV,549,2000,16.0
8791,GMC,S-15 Jimmy,1991,regular unleaded,150,6,MANUAL,four wheel drive,2,Compact,2dr SUV,549,2000,16.0
8792,GMC,S-15 Jimmy,1991,regular unleaded,150,6,MANUAL,four wheel drive,2,Compact,2dr SUV,549,2000,16.0
8793,GMC,S-15 Jimmy,1991,regular unleaded,150,6,MANUAL,four wheel drive,2,Compact,2dr SUV,549,2000,16.0
8794,GMC,S-15 Jimmy,1991,regular unleaded,150,6,MANUAL,four wheel drive,4,Midsize,4dr SUV,549,2000,16.0
8795,GMC,S-15 Jimmy,1991,regular unleaded,150,6,MANUAL,rear wheel drive,2,Compact,2dr SUV,549,2000,18.5
8796,GMC,S-15 Jimmy,1991,regular unleaded,150,6,MANUAL,rear wheel drive,4,Midsize,4dr SUV,549,2000,18.5
8797,GMC,S-15 Jimmy,1991,regular unleaded,150,6,MANUAL,rear wheel drive,2,Compact,2dr SUV,549,2000,18.5
8798,GMC,S-15 Jimmy,1991,regular unleaded,150,6,MANUAL,four wheel drive,4,Midsize,4dr SUV,549,2000,16.0
8799,GMC,S-15,1990,regular unleaded,105,4,MANUAL,rear wheel drive,2,Compact,Regular Cab Pickup,549,2000,23.0
8800,GMC,S-15,1990,regular unleaded,105,4,MANUAL,rear wheel drive,2,Compact,Regular Cab Pickup,549,2000,23.0
8801,GMC,S-15,1990,regular unleaded,160,6,MANUAL,four wheel drive,2,Compact,Regular Cab Pickup,549,2000,17.0
8802,GMC,S-15,1990,regular unleaded,105,4,MANUAL,rear wheel drive,2,Compact,Extended Cab Pickup,549,2000,23.0
8803,GMC,S-15,1990,regular unleaded,105,4,MANUAL,rear wheel drive,2,Compact,Extended Cab Pickup,549,2000,23.0
8804,GMC,S-15,1990,regular unleaded,105,4,MANUAL,rear wheel drive,2,Compact,Regular Cab Pickup,549,2000,23.0
8805,GMC,S-15,1990,regular unleaded,105,4,MANUAL,rear wheel drive,2,Compact,Regular Cab Pickup,549,2000,23.0
8806,GMC,S-15,1990,regular unleaded,105,4,MANUAL,rear wheel drive,2,Compact,Extended Cab Pickup,549,2000,23.0
8807,GMC,S-15,1990,regular unleaded,160,6,MANUAL,four wheel drive,2,Compact,Extended Cab Pickup,549,2000,17.0
8808,GMC,S-15,1990,regular unleaded,160,6,MANUAL,four wheel drive,2,Compact,Regular Cab Pickup,549,2000,17.0
8809,GMC,S-15,1990,regular unleaded,160,6,MANUAL,four wheel drive,2,Compact,Regular Cab Pickup,549,2000,17.0
8810,GMC,S-15,1990,regular unleaded,105,4,MANUAL,rear wheel drive,2,Compact,Regular Cab Pickup,549,2000,23.0
8811,GMC,S-15,1990,regular unleaded,160,6,MANUAL,four wheel drive,2,Compact,Extended Cab Pickup,549,2000,17.0
8812,GMC,S-15,1990,regular unleaded,105,4,MANUAL,rear wheel drive,2,Compact,Regular Cab Pickup,549,2000,23.0
8813,GMC,S-15,1990,regular unleaded,105,4,MANUAL,rear wheel drive,2,Compact,Regular Cab Pickup,549,2000,23.0
8814,GMC,S-15,1990,regular unleaded,160,6,MANUAL,four wheel drive,2,Compact,Regular Cab Pickup,549,2000,17.0
8815,GMC,S-15,1990,regular unleaded,160,6,MANUAL,four wheel drive,2,Compact,Extended Cab Pickup,549,2000,17.0
8816,GMC,S-15,1990,regular unleaded,160,6,MANUAL,four wheel drive,2,Compact,Regular Cab Pickup,549,2000,17.0
8817,GMC,S-15,1990,regular unleaded,160,6,MANUAL,four wheel drive,2,Compact,Regular Cab Pickup,549,2000,17.0
8818,Mercedes-Benz,S-Class,2015,premium unleaded ,449,8,AUTOMATIC,rear wheel drive,4,Large,Sedan,617,94400,21.5
8819,Mercedes-Benz,S-Class,2015,premium unleaded ,577,8,AUTOMATIC,all wheel drive,4,Large,Sedan,617,141450,19.0
8820,Mercedes-Benz,S-Class,2015,premium unleaded ,449,8,AUTOMATIC,all wheel drive,4,Large,Sedan,617,97400,21.0
8821,Mercedes-Benz,S-Class,2015,premium unleaded ,577,8,AUTOMATIC,all wheel drive,2,Large,Coupe,617,160900,19.0
8822,Mercedes-Benz,S-Class,2015,premium unleaded ,621,12,AUTOMATIC,rear wheel drive,4,Large,Sedan,617,222000,16.5
8823,Mercedes-Benz,S-Class,2015,premium unleaded ,621,12,AUTOMATIC,rear wheel drive,2,Large,Coupe,617,230900,16.5
8824,Mercedes-Benz,S-Class,2015,premium unleaded ,523,12,AUTOMATIC,rear wheel drive,4,Large,Sedan,617,166900,16.5
8825,Mercedes-Benz,S-Class,2015,premium unleaded ,449,8,AUTOMATIC,all wheel drive,2,Large,Coupe,617,119900,20.0
8826,Mercedes-Benz,S-Class,2016,premium unleaded ,621,12,AUTOMATIC,rear wheel drive,2,Large,Coupe,617,234050,16.5
8827,Mercedes-Benz,S-Class,2016,premium unleaded ,449,8,AUTOMATIC,all wheel drive,2,Large,Coupe,617,121550,20.0
8828,Mercedes-Benz,S-Class,2016,premium unleaded ,577,8,AUTOMATIC,all wheel drive,4,Large,Sedan,617,143250,19.0
8829,Mercedes-Benz,S-Class,2016,premium unleaded ,449,8,AUTOMATIC,rear wheel drive,4,Large,Sedan,617,95650,21.5
8830,Mercedes-Benz,S-Class,2016,premium unleaded ,523,12,AUTOMATIC,rear wheel drive,4,Large,Sedan,617,169050,16.5
8831,Mercedes-Benz,S-Class,2016,premium unleaded ,449,8,AUTOMATIC,all wheel drive,4,Large,Sedan,617,98650,21.0
8832,Mercedes-Benz,S-Class,2016,premium unleaded ,577,8,AUTOMATIC,all wheel drive,2,Large,Coupe,617,163150,19.0
8833,Mercedes-Benz,S-Class,2016,premium unleaded ,621,12,AUTOMATIC,rear wheel drive,4,Large,Sedan,617,224650,16.5
8834,Mercedes-Benz,S-Class,2017,premium unleaded ,577,8,AUTOMATIC,all wheel drive,4,Large,Sedan,617,144700,19.0
8835,Mercedes-Benz,S-Class,2017,premium unleaded ,449,8,AUTOMATIC,all wheel drive,4,Large,Sedan,617,99600,20.5
8836,Mercedes-Benz,S-Class,2017,premium unleaded ,449,8,AUTOMATIC,rear wheel drive,2,Large,Convertible,617,131400,21.0
8837,Mercedes-Benz,S-Class,2017,premium unleaded ,523,12,AUTOMATIC,rear wheel drive,4,Large,Sedan,617,170750,17.5
8838,Mercedes-Benz,S-Class,2017,premium unleaded ,577,8,AUTOMATIC,all wheel drive,2,Large,Convertible,617,176400,18.0
8839,Mercedes-Benz,S-Class,2017,premium unleaded ,621,12,AUTOMATIC,rear wheel drive,4,Large,Sedan,617,226900,17.5
8840,Mercedes-Benz,S-Class,2017,premium unleaded ,621,12,AUTOMATIC,rear wheel drive,2,Large,Convertible,617,247900,17.5
8841,Mercedes-Benz,S-Class,2017,premium unleaded ,449,8,AUTOMATIC,rear wheel drive,4,Large,Sedan,617,96600,22.0
8842,Honda,S2000,2007,premium unleaded ,237,4,MANUAL,rear wheel drive,2,Compact,Convertible,2202,34250,21.0
8843,Honda,S2000,2008,premium unleaded ,237,4,MANUAL,rear wheel drive,2,Compact,Convertible,2202,37300,21.5
8844,Honda,S2000,2008,premium unleaded ,237,4,MANUAL,rear wheel drive,2,Compact,Convertible,2202,36300,21.5
8845,Honda,S2000,2008,premium unleaded ,237,4,MANUAL,rear wheel drive,2,Compact,Convertible,2202,34300,21.5
8846,Honda,S2000,2009,premium unleaded ,237,4,MANUAL,rear wheel drive,2,Compact,Convertible,2202,36995,21.5
8847,Honda,S2000,2009,premium unleaded ,237,4,MANUAL,rear wheel drive,2,Compact,Convertible,2202,34995,21.5
8848,Honda,S2000,2009,premium unleaded ,237,4,MANUAL,rear wheel drive,2,Compact,Convertible,2202,37995,21.5
8849,Audi,S3,2015,premium unleaded ,292,4,AUTOMATED_MANUAL,all wheel drive,4,Compact,Sedan,3105,41100,27.0
8850,Audi,S3,2015,premium unleaded ,292,4,AUTOMATED_MANUAL,all wheel drive,4,Compact,Sedan,3105,47000,27.0
8851,Audi,S3,2016,premium unleaded ,292,4,AUTOMATED_MANUAL,all wheel drive,4,Compact,Sedan,3105,42500,27.0
8852,Audi,S3,2016,premium unleaded ,292,4,AUTOMATED_MANUAL,all wheel drive,4,Compact,Sedan,3105,48650,27.0
8853,Audi,S3,2017,premium unleaded ,292,4,AUTOMATED_MANUAL,all wheel drive,4,Compact,Sedan,3105,48400,24.5
8854,Audi,S3,2017,premium unleaded ,292,4,AUTOMATED_MANUAL,all wheel drive,4,Compact,Sedan,3105,42900,24.5
8855,Volvo,S40,2009,premium unleaded ,227,5,AUTOMATIC,all wheel drive,4,Compact,Sedan,870,33800,22.0
8856,Volvo,S40,2009,premium unleaded ,227,5,AUTOMATIC,front wheel drive,4,Compact,Sedan,870,32350,23.5
8857,Volvo,S40,2009,premium unleaded ,168,5,AUTOMATIC,front wheel drive,4,Compact,Sedan,870,28550,25.5
8858,Volvo,S40,2010,premium unleaded ,227,5,MANUAL,all wheel drive,4,Compact,Sedan,870,31350,23.5
8859,Volvo,S40,2010,premium unleaded ,168,5,MANUAL,front wheel drive,4,Compact,Sedan,870,26200,25.0
8860,Volvo,S40,2010,premium unleaded ,227,5,AUTOMATIC,front wheel drive,4,Compact,Sedan,870,31150,25.5
8861,Volvo,S40,2011,regular unleaded,227,5,AUTOMATIC,front wheel drive,4,Compact,Sedan,870,27750,25.5
8862,Volvo,S40,2011,regular unleaded,227,5,AUTOMATIC,front wheel drive,4,Compact,Sedan,870,31150,25.5
8863,Audi,S4,2014,premium unleaded ,333,6,AUTOMATED_MANUAL,all wheel drive,4,Midsize,Sedan,3105,49500,23.0
8864,Audi,S4,2014,premium unleaded ,333,6,MANUAL,all wheel drive,4,Midsize,Sedan,3105,54000,21.5
8865,Audi,S4,2014,premium unleaded ,333,6,MANUAL,all wheel drive,4,Midsize,Sedan,3105,48100,21.5
8866,Audi,S4,2014,premium unleaded ,333,6,AUTOMATED_MANUAL,all wheel drive,4,Midsize,Sedan,3105,55400,23.0
8867,Audi,S4,2015,premium unleaded ,333,6,MANUAL,all wheel drive,4,Midsize,Sedan,3105,48400,21.5
8868,Audi,S4,2015,premium unleaded ,333,6,MANUAL,all wheel drive,4,Midsize,Sedan,3105,54300,21.5
8869,Audi,S4,2015,premium unleaded ,333,6,AUTOMATED_MANUAL,all wheel drive,4,Midsize,Sedan,3105,55700,23.0
8870,Audi,S4,2015,premium unleaded ,333,6,AUTOMATED_MANUAL,all wheel drive,4,Midsize,Sedan,3105,49800,23.0
8871,Audi,S4,2016,premium unleaded ,333,6,AUTOMATED_MANUAL,all wheel drive,4,Midsize,Sedan,3105,56100,23.0
8872,Audi,S4,2016,premium unleaded ,333,6,MANUAL,all wheel drive,4,Midsize,Sedan,3105,55100,21.5
8873,Audi,S4,2016,premium unleaded ,333,6,AUTOMATED_MANUAL,all wheel drive,4,Midsize,Sedan,3105,50200,23.0
8874,Audi,S4,2016,premium unleaded ,333,6,MANUAL,all wheel drive,4,Midsize,Sedan,3105,49200,21.5
8875,Audi,S5,2016,premium unleaded ,333,6,AUTOMATED_MANUAL,all wheel drive,2,Midsize,Convertible,3105,67350,22.0
8876,Audi,S5,2016,premium unleaded ,333,6,MANUAL,all wheel drive,2,Midsize,Coupe,3105,59350,21.5
8877,Audi,S5,2016,premium unleaded ,333,6,AUTOMATED_MANUAL,all wheel drive,2,Midsize,Convertible,3105,61100,22.0
8878,Audi,S5,2016,premium unleaded ,333,6,AUTOMATED_MANUAL,all wheel drive,2,Midsize,Coupe,3105,54100,23.0
8879,Audi,S5,2016,premium unleaded ,333,6,AUTOMATED_MANUAL,all wheel drive,2,Midsize,Coupe,3105,60350,23.0
8880,Audi,S5,2016,premium unleaded ,333,6,MANUAL,all wheel drive,2,Midsize,Coupe,3105,53100,21.5
8881,Audi,S5,2017,premium unleaded ,333,6,MANUAL,all wheel drive,2,Midsize,Coupe,3105,53100,21.5
8882,Audi,S5,2017,premium unleaded ,333,6,AUTOMATED_MANUAL,all wheel drive,2,Midsize,Convertible,3105,61100,22.0
8883,Audi,S5,2017,premium unleaded ,333,6,AUTOMATED_MANUAL,all wheel drive,2,Midsize,Coupe,3105,54100,23.0
8884,Volvo,S60 Cross Country,2017,regular unleaded,240,4,AUTOMATIC,all wheel drive,4,Midsize,Sedan,870,44200,26.0
8885,Volvo,S60,2015,regular unleaded,250,5,AUTOMATIC,all wheel drive,4,Midsize,Sedan,870,35450,24.5
8886,Volvo,S60,2015,regular unleaded,302,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,870,39250,29.5
8887,Volvo,S60,2015,regular unleaded,250,5,AUTOMATIC,all wheel drive,4,Midsize,Sedan,870,34800,24.5
8888,Volvo,S60,2015,regular unleaded,325,6,AUTOMATIC,all wheel drive,4,Midsize,Sedan,870,43800,23.5
8889,Volvo,S60,2015,regular unleaded,325,6,AUTOMATIC,all wheel drive,4,Midsize,Sedan,870,42700,23.5
8890,Volvo,S60,2015,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,870,33950,31.0
8891,Volvo,S60,2015,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,870,33300,31.0
8892,Volvo,S60,2015,regular unleaded,302,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,870,38150,29.5
8893,Volvo,S60,2016,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,870,38900,31.0
8894,Volvo,S60,2016,regular unleaded,302,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,870,39450,28.0
8895,Volvo,S60,2016,regular unleaded,345,6,AUTOMATIC,all wheel drive,4,Midsize,Sedan,870,59700,22.5
8896,Volvo,S60,2016,regular unleaded,302,4,AUTOMATIC,all wheel drive,4,Midsize,Sedan,870,44400,26.5
8897,Volvo,S60,2016,regular unleaded,250,5,AUTOMATIC,all wheel drive,4,Midsize,Sedan,870,35650,24.5
8898,Volvo,S60,2016,regular unleaded,250,5,AUTOMATIC,all wheel drive,4,Midsize,Sedan,870,40400,24.5
8899,Volvo,S60,2016,regular unleaded,302,4,AUTOMATIC,all wheel drive,4,Midsize,Sedan,870,47900,26.5
8900,Volvo,S60,2016,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,870,34150,32.0
8901,Volvo,S60,2016,regular unleaded,250,5,AUTOMATIC,all wheel drive,4,Midsize,Sedan,870,38300,24.5
8902,Volvo,S60,2016,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,870,36800,32.0
8903,Volvo,S60,2016,regular unleaded,250,5,AUTOMATIC,all wheel drive,4,Midsize,Sedan,870,43700,24.0
8904,Volvo,S60,2016,regular unleaded,302,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,870,43300,28.0
8905,Volvo,S60,2016,regular unleaded,250,5,AUTOMATIC,all wheel drive,4,Midsize,Sedan,870,43400,24.5
8906,Volvo,S60,2016,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,870,41900,31.0
8907,Volvo,S60,2016,regular unleaded,325,6,AUTOMATIC,all wheel drive,4,Midsize,Sedan,870,44200,22.5
8908,Volvo,S60,2016,regular unleaded,325,6,AUTOMATIC,all wheel drive,4,Midsize,Sedan,870,47700,22.5
8909,Volvo,S60,2017,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,870,33950,30.5
8910,Volvo,S60,2017,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,870,40800,30.5
8911,Volvo,S60,2017,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,870,36800,30.5
8912,Volvo,S60,2017,regular unleaded,302,4,AUTOMATIC,all wheel drive,4,Midsize,Sedan,870,47400,27.0
8913,Audi,S6,2015,premium unleaded ,420,8,AUTOMATED_MANUAL,all wheel drive,4,Midsize,Sedan,3105,75500,22.0
8914,Audi,S6,2016,premium unleaded ,450,8,AUTOMATED_MANUAL,all wheel drive,4,Midsize,Sedan,3105,70900,22.5
